Language,original
str_cfgvehicles_bomberjacket_skyblue0,"$UNT$The flight skyblue jacket, bomber jacket, or bombardier jacket refers to a garment originally created for pilots. They eventually became part of popular culture and apparel. It is made with flight silk nylon with the specification tag in the pocket. It has two slanted flap pockets on the front, two inner pockets, and a zipped pocket with pen holders on the left sleeve."
str_cfgvehicles_bomberjacket_olive0,"$UNT$The flight olive jacket, bomber jacket, or bombardier jacket refers to a garment originally created for pilots. They eventually became part of popular culture and apparel. It is made with flight silk nylon with the specification tag in the pocket. It has two slanted flap pockets on the front, two inner pockets, and a zipped pocket with pen holders on the left sleeve."
str_cfgvehicles_bomberjacket_maroon0,"$UNT$The flight maroon jacket, bomber jacket, or bombardier jacket refers to a garment originally created for pilots. They eventually became part of popular culture and apparel. It is made with flight silk nylon with the specification tag in the pocket. It has two slanted flap pockets on the front, two inner pockets, and a zipped pocket with pen holders on the left sleeve."
str_cfgvehicles_bomberjacket_grey0,"$UNT$The flight grey jacket, bomber jacket, or bombardier jacket refers to a garment originally created for pilots. They eventually became part of popular culture and apparel. It is made with flight silk nylon with the specification tag in the pocket. It has two slanted flap pockets on the front, two inner pockets, and a zipped pocket with pen holders on the left sleeve."
str_cfgvehicles_bomberjacket_colorbase1,Originally created for pilots and eventually became part of popular culture and apparel. 
str_cfgvehicles_bomberjacket_colorbase0,Bomber Jacket
str_cfgvehicles_bomberjacket_brown0,"$UNT$The flight brown jacket, bomber jacket, or bombardier jacket refers to a garment originally created for pilots. They eventually became part of popular culture and apparel. It is made with flight silk nylon with the specification tag in the pocket. It has two slanted flap pockets on the front, two inner pockets, and a zipped pocket with pen holders on the left sleeve."
str_cfgvehicles_bomberjacket_blue0,"$UNT$The flight blue jacket, bomber jacket, or bombardier jacket refers to a garment originally created for pilots. They eventually became part of popular culture and apparel. It is made with flight silk nylon with the specification tag in the pocket. It has two slanted flap pockets on the front, two inner pockets, and a zipped pocket with pen holders on the left sleeve."
str_cfgvehicles_bomberjacket_black0,"$UNT$The flight black jacket, bomber jacket, or bombardier jacket refers to a garment originally created for pilots. They eventually became part of popular culture and apparel. It is made with flight silk nylon with the specification tag in the pocket. It has two slanted flap pockets on the front, two inner pockets, and a zipped pocket with pen holders on the left sleeve."
str_cfgvehicles_blouse_white0,"$UNT$A white coloured blouse is a loose-fitting upper garment that was formerly worn by workmen, peasants, artists, women and children."
str_cfgvehicles_blouse_violet0,"$UNT$A violet coloured blouse is a loose-fitting upper garment that was formerly worn by workmen, peasants, artists, women and children."
str_cfgvehicles_blouse_green0,"$UNT$A green coloured blouse is a loose-fitting upper garment that was formerly worn by workmen, peasants, artists, women and children."
str_cfgvehicles_blouse_colorbase1,"A blouse is a loose-fitting upper garment, part of formal women’s attire."
str_cfgvehicles_blouse_colorbase0,Blouse
str_cfgvehicles_blouse_blue0,"$UNT$A blue coloured blouse is a loose-fitting upper garment that was formerly worn by workmen, peasants, artists, women and children."
str_cfgvehicles_armband_yellow0,$UNT$A yellow coloured piece of cloth to wrap around arm. It is meant to make it easier to recognise friends from foes in the fray of a battlefield or any other chaotic situation.
str_cfgvehicles_armband_white0,$UNT$A white coloured piece of cloth to wrap around arm. It is meant to make it easier to recognise friends from foes in the fray of a battlefield or any other chaotic situation.
str_cfgvehicles_armband_red0,$UNT$A red coloured piece of cloth to wrap around arm. It is meant to make it easier to recognise friends from foes in the fray of a battlefield or any other chaotic situation.
str_cfgvehicles_armband_pink0,$UNT$A pink coloured piece of cloth to wrap around arm. It is meant to make it easier to recognise friends from foes in the fray of a battlefield or any other chaotic situation.
str_cfgvehicles_armband_orange0,$UNT$An orange coloured piece of cloth to wrap around arm. It is meant to make it easier to recognise friends from foes in the fray of a battlefield or any other chaotic situation.
str_cfgvehicles_armband_green0,$UNT$A green coloured piece of cloth to wrap around arm. It is meant to make it easier to recognise friends from foes in the fray of a battlefield or any other chaotic situation.
str_cfgvehicles_armband_dyed0,$UNT$A hand-dyed piece of cloth to wrap around arm. It is meant to make it easier to recognise friends from foes in the fray of a battlefield or any other chaotic situation.
str_cfgvehicles_armband_colorbase1,A cloth wrap for the arm. It is meant to make it easier to recognize friends from foes in the fray of the battlefield.
str_cfgvehicles_armband_colorbase0,Armband
str_cfgvehicles_armband_blue0,$UNT$A blue coloured piece of cloth to wrap around arm. It is meant to make it easier to recognise friends from foes in the fray of a battlefield or any other chaotic situation.
str_cfgvehicles_armband_black0,$UNT$A black coloured piece of cloth to wrap around arm. It is meant to make it easier to recognise friends from foes in the fray of a battlefield or any other chaotic situation.
str_cfgvehicles_bdujacket0,BDU Jacket
str_cfgvehicles_bdujacket1,Battle Dress Uniform jacket with classic camouflage pattern. It makes for a popular alternative to more expensive hunting gear.
str_cfgvehicles_chernarussportshirt0,Sports Shirt
str_cfgvehicles_chernarussportshirt1,"Green sporting outfit. It is comfortable to wear and possibly makes you run faster, although that has never been proven."
str_cfgvehicles_denimjacket0,Denim Jacket
str_cfgvehicles_denimjacket1,"A denim jacket, tightly fitting and fashionable. Offers some protection from the environment and looks cool."
str_cfgvehicles_huntingjacket_autumn1,"$UNT$Durable jacket, designed for prolonged periods of time spent outdoors. The camouflage pattern makes for ideal hunting outfit. This is in autumn colours."
str_cfgvehicles_huntingjacket_brown1,"$UNT$Durable jacket, designed for prolonged periods of time spent outdoors. The camouflage pattern makes for ideal hunting outfit. This is brown coloured."
str_cfgvehicles_huntingjacket_colorbase1,"Durable jacket, designed for prolonged periods of time spent outdoors. The camo pattern makes for ideal hunting outfit in the right environment."
str_cfgvehicles_huntingjacket_spring1,"$UNT$Durable jacket, designed for prolonged periods of time spent outdoors. The camouflage pattern makes for ideal hunting outfit. This is in spring colours."
str_cfgvehicles_huntingjacket_summer1,"$UNT$Durable jacket, designed for prolonged periods of time spent outdoors. The camouflage pattern makes for ideal hunting outfit. This is in summer colours."
str_cfgvehicles_huntingjacket_winter1,"$UNT$Durable jacket, designed for prolonged periods of time spent outdoors. The camouflage pattern makes for ideal hunting outfit. This is in winter colours."
str_cfgvehicles_jumpsuitjacket_colorbase0,Jumpsuit Jacket
str_cfgvehicles_jumpsuitjacket_colorbase1,"Simple jacket, used by janitors, handymen and workmen everywhere. Intended to allow wearer to work in adverse conditions."
str_cfgvehicles_leathershirt_colorbase0,Leather Shirt
str_cfgvehicles_leathershirt_colorbase1,"Simple leather shirt, made from tanned animal skins. Quite soft to the touch and comfortable, it offers decent protection from the cold."
str_cfgvehicles_mansuit_colorbase0,Mens Suit Jacket
str_cfgvehicles_mansuit_colorbase1,"A jacket, designed to be worn as part of men’s formal outfit."
str_cfgvehicles_telnyashkashirt0,Telnyashka
str_cfgvehicles_telnyashkashirt1,"Apparel of Russian navy, telnyashka shirt is a thin and tightly fitting underdress."
str_cfgvehicles_usmcjacket_colorbase1,"Marine combat uniform jacket. Not too different from other military uniforms, this model is made distinct by its multi-scale digi camo."
str_cfgvehicles_womansuit_colorbase0,Womens Suit Jacket
str_cfgvehicles_womansuit_colorbase1,"A jacket, designed to be worn as part of women’s formal outfit."
str_cfgvehicles_ukassvest_olive0,"$UNT$Constructed using heavy-duty fabrics, this fully adjustable tactical olive coloured vest consists of a number of pouches designed to hold everything a soldier needs to survive for days."
str_cfgvehicles_ukassvest_khaki0,"$UNT$Constructed using heavy-duty fabrics, this fully adjustable tactical khaki coloured vest consists of a number of pouches designed to hold everything a soldier needs to survive for days."
str_cfgvehicles_ukassvest_colorbase1,"A fully adjustable vest with a number of pouches, designed to hold everything a soldier needs to survive for days."
str_cfgvehicles_ukassvest_colorbase0,Field Vest
str_cfgvehicles_ukassvest_camo0,"$UNT$Constructed using heavy-duty fabrics, this fully adjustable tactical camo coloured vest consists of a number of pouches designed to hold everything a soldier needs to survive for days."
str_cfgvehicles_ukassvest_black0,"$UNT$Constructed using heavy-duty fabrics, this fully adjustable tactical black coloured vest consists of a number of pouches designed to hold everything a soldier needs to survive for days."
str_cfgvehicles_smershvestbackpack1,$UNT$Full set ready for ultimate action.
str_cfgvehicles_smershvestbackpack0,$UNT$Smersh Vest with Backpack attached
str_cfgvehicles_smershvest1,Light and useful vest that could be expanded with attached utility buttpack.
str_cfgvehicles_smershvest0,Assault Vest
str_cfgvehicles_pressvest_lightblue0,$UNT$Designed to provide media representatives with distinctive and comprehensive protection. Ideal for extended use in higher risk environments. Utility and mobile phone pockets included. This vest is light blue coloured.
str_cfgvehicles_pressvest_colorbase1,A ballistic vest. Able to absorb various types of impact damage. Used by various organizations around the world.
